OBJECT_ID,RA,DEC,1_mag_0,1_mag_err_0,DATE-OBS_1_mag_0,2_mag_0,2_mag_err_0,DATE-OBS_2_mag_0,3_mag_0,3_mag_err_0,DATE-OBS_3_mag_0,4_mag_1,4_mag_err_1,DATE-OBS_4_mag_1
3326929118281225856,100.2110559364595,9.952718710684781,18.237645,0.10071376,2008-11-01T22:34:49.428,17.778166,0.092157021,2008-11-01T22:34:49.428,17.359105,0.30306724,2008-11-01T22:34:49.428,16.590476,0.59872891,2008-11-01T22:34:49.428
3326929122576825088,100.20995492641367,9.949982274767327,20.785117,0.57038575,2008-11-01T22:34:49.428,20.586236,0.56709842,2008-11-01T22:34:49.428,18.088254,0.58126269,2008-11-01T22:34:49.428,16.728958,0.67943646,2008-11-01T22:34:49.428
3326928813339187584,100.21341894556994,9.923145486424428,17.75416,0.077371242,2008-11-01T22:34:49.428,17.655344,0.086384205,2008-11-01T22:34:49.428,16.949847,0.21173101,2008-11-01T22:34:49.428,16.121539,0.3906445,2008-11-01T22:34:49.428
3326929118281225600,100.20889551709509,9.951086930028941,16.426387,0.039657142,2008-11-01T22:34:49.428,16.393315,0.045981676,2008-11-01T22:34:49.428,16.344863,0.12635075,2008-11-01T22:34:49.428,16.33344,0.47366324,2008-11-01T22:34:49.428
3326741067438968832,100.24528038503105,9.905992332500713,17.995869,0.088108905,2008-11-01T22:34:49.428,17.778139,0.092155697,2008-11-01T22:34:49.428,17.305763,0.28912848,2008-11-01T22:34:49.428,17.474525,1.344731,2008-11-01T22:34:49.428
3326741514109999232,100.2778868536008,9.936430675515222,17.798633,0.079223365,2008-11-01T22:34:49.428,18.063709,0.10746496,2008-11-01T22:34:49.428,17.795969,0.44703938,2008-11-01T22:34:49.428,16.83924,0.75149181,2008-11-01T22:34:49.428
3326928809043590656,100.2102784335171,9.925212036681188,18.02838,0.089686934,2008-11-01T22:34:49.428,17.883638,0.097484785,2008-11-01T22:34:49.428,16.989962,0.21924369,2008-11-01T22:34:49.428,15.579226,0.23918285,2008-11-01T22:34:49.428
3326741067438968704,100.23749210352653,9.905562869742411,17.188878,0.057764281,2008-11-01T22:34:49.428,17.131584,0.066069877,2008-11-01T22:34:49.428,17.126372,0.24696339,2008-11-01T22:34:49.428,17.352237,1.2020735,2008-11-01T22:34:49.428
3326929118281225216,100.20677651450187,9.948085891926022,16.49937,0.041084269,2008-11-01T22:34:49.428,16.546984,0.049530472,2008-11-01T22:34:49.428,16.296144,0.12131565,2008-11-01T22:34:49.428,15.908029,0.3218731,2008-11-01T22:34:49.428
3326928705964382848,100.21596447283598,9.915755822145897,17.746988,0.077077443,2008-11-01T22:34:49.428,17.706281,0.088724621,2008-11-01T22:34:49.428,17.625845,0.3840152,2008-11-01T22:34:49.428,21.243918,43.119205,2008-11-01T22:34:49.428
3326741071727347200,100.24459515608005,9.904482936093396,17.345795,0.06255718,2008-11-01T22:34:49.428,17.493045,0.079398008,2008-11-01T22:34:49.428,16.997171,0.22062327,2008-11-01T22:34:49.428,17.16268,1.0103815,2008-11-01T22:34:49.428
3326929393158941056,100.2664048124105,9.969277205856244,15.493355,0.025428979,2008-11-01T22:34:49.428,15.54732,0.030744174,2008-11-01T22:34:49.428,15.482281,0.063142556,2008-11-01T22:34:49.428,15.526716,0.22814423,2008-11-01T22:34:49.428
3326740899928650240,100.26378062888875,9.909933933506236,19.864682,0.28277843,2008-11-01T22:34:49.428,19.652829,0.28461639,2008-11-01T22:34:49.428,18.341448,0.73060728,2008-11-01T22:34:49.428,17.749838,1.7312649,2008-11-01T22:34:49.428
3326741071729412992,100.23542493104416,9.902870804053915,13.912892,0.01217744,2008-11-01T22:34:49.428,13.848329,0.013935147,2008-11-01T22:34:49.428,13.833832,0.020458943,2008-11-01T22:34:49.428,13.898189,0.05492452,2008-11-01T22:34:49.428
3326741277887838080,100.26902083835681,9.912165159973584,11.45182,0.0039113541,2008-11-01T22:34:49.428,11.048906,0.0038306735,2008-11-01T22:34:49.428,10.738429,0.0041519572,2008-11-01T22:34:49.428,10.529446,0.0054368243,2008-11-01T22:34:49.428
3326740865568916224,100.24897185224704,9.902530889247958,15.63364,0.027166982,2008-11-01T22:34:49.428,15.466124,0.029592072,2008-11-01T22:34:49.428,15.268127,0.053688791,2008-11-01T22:34:49.428,14.495846,0.091513947,2008-11-01T22:34:49.428
3326740861280539136,100.24892344636848,9.901715333522224,15.548603,0.026099181,2008-11-01T22:34:49.428,15.394006,0.028606395,2008-11-01T22:34:49.428,15.258532,0.053305696,2008-11-01T22:34:49.428,14.620191,0.10198768,2008-11-01T22:34:49.428
3326928705964373888,100.21078701674088,9.91590434158987,14.355522,0.014950284,2008-11-01T22:34:49.428,14.205714,0.016443299,2008-11-01T22:34:49.428,14.062139,0.023524067,2008-11-01T22:34:49.428,13.778016,0.049688641,2008-11-01T22:34:49.428
